,u,v,key,osmid,oneway,lanes,name,highway,maxspeed,length,geometry,ref,bridge,access,junction,service,tunnel,area
169,135080797,135078388,0,49427110,True,3,Tampines Expressway,motorway,90,223.118,"LINESTRING (103.9644033 1.3517994, 103.9638215 1.3537198)",TPE,yes,,,,,
170,135080825,1781710567,0,349482668,True,5,Tampines Expressway,motorway,90,65.286,"LINESTRING (103.8610434 1.4007382, 103.8604561 1.4007364)",TPE,,,,,,
171,135080850,1781726408,0,74549066,True,4,Tampines Expressway,motorway,90,60.459,"LINESTRING (103.9239857 1.3782818, 103.9234629 1.3784317)",TPE,,,,,,
172,135080885,1781710558,0,703411379,True,5,Tampines Expressway,motorway,90,43.435,"LINESTRING (103.8590116 1.4005748, 103.8586307 1.4004877)",TPE,,,,,,
173,135080960,135081038,0,37583327,True,4,Tampines Expressway,motorway,80,165.014,"LINESTRING (103.8516949 1.39637, 103.8502126 1.3962903)",TPE,,,,,,
174,135081038,1781548495,0,465775185,True,3,Tampines Expressway,motorway,80,77.249,"LINESTRING (103.8502126 1.3962903, 103.8495177 1.3962851)",TPE,,,,,,
175,137301866,137301895,0,37553777,True,5,Central Expressway,motorway,90,169.699,"LINESTRING (103.857545 1.3510626, 103.8571135 1.3525265)",CTE,,,,,,
176,137301895,3094136478,0,304816246,True,4,Central Expressway,motorway,90,96.336,"LINESTRING (103.8571135 1.3525265, 103.8569231 1.3533717)",CTE,,,,,,
177,137301931,1791962161,0,37523738,True,4,Central Expressway,motorway,90,37.093,"LINESTRING (103.8568925 1.3565445, 103.8569511 1.3568729)",CTE,,,,,,
178,137302152,6039676972,0,641286738,True,4,Central Expressway,motorway,90,138.035,"LINESTRING (103.8574177 1.3584361, 103.8578522 1.359599)",CTE,,,,,,
179,137302184,250072664,0,23149286,True,4,Central Expressway,motorway,90,60.303,"LINESTRING (103.8555157 1.3209643, 103.8559189 1.3213271)",CTE,,,,,,
180,137302212,5950263390,0,634067961,True,4,Central Expressway,motorway,90,204.019,"LINESTRING (103.8581557 1.3604112, 103.8587696 1.3621403)",CTE,,,,,,
181,137302258,1396114326,0,23149286,True,4,Central Expressway,motorway,90,137.505,"LINESTRING (103.8563297 1.3217662, 103.8571354 1.3227045)",CTE,,,,,,
182,137302307,1791962167,0,37523738,True,4,Central Expressway,motorway,90,80.131,"LINESTRING (103.857027 1.3571747, 103.8572484 1.3578605)",CTE,,,,,,
183,137302437,4749823620,0,482108858,True,4,Central Expressway,motorway,90,108.044,"LINESTRING (103.8588321 1.3244916, 103.8595428 1.3251544)",CTE,,,,,,
184,137302480,6096035594,0,630077660,True,4,Central Expressway,motorway,90,129.112,"LINESTRING (103.8590157 1.3628336, 103.8594018 1.3639287)",CTE,,,,,,
185,137302530,1717907061,0,482108853,True,5,Central Expressway,motorway,90,72.329,"LINESTRING (103.8607637 1.3262684, 103.8611864 1.3267629)",CTE,,,,,,
186,137302612,1717907067,0,652553046,True,5,Central Expressway,motorway,90,61.573,"LINESTRING (103.8615257 1.3272566, 103.8617787 1.3277492)",CTE,,,,,,
187,137302641,4089101067,0,174552513,True,4,Central Expressway,motorway,90,238.15,"LINESTRING (103.862274 1.3298169, 103.8622628 1.3319586)",CTE,yes,,,,,
188,137302700,6874584387,0,649609217,True,5,Central Expressway,motorway,90,26.016,"LINESTRING (103.861864 1.3279507, 103.8619482 1.328169)",CTE,,,,,,
189,137302758,2577956432,0,406854699,True,4,Whampoa Flyover,motorway,90,52.588,"LINESTRING (103.8622416 1.3322225, 103.8622103 1.3326944)",CTE,,,,,,
190,137302917,6072413236,0,464149350,True,4,Central Expressway,motorway,90,134.885,"LINESTRING (103.8621049 1.3355354, 103.8620719 1.336748)",CTE,,,,,,
191,137302972,441178768,0,22371290,True,5,Central Expressway,motorway,90,63.757,"LINESTRING (103.8621228 1.3344416, 103.862097 1.3350144)",CTE,,,,,,
192,137302998,439991719,0,638063568,True,5,Central Expressway,motorway,90,101.303,"LINESTRING (103.8614324 1.3402775, 103.861126 1.3411355)",CTE,,,,,,
193,137303151,5930597085,0,37553779,True,5,Central Expressway,motorway,90,14.747,"LINESTRING (103.8603506 1.3433573, 103.8603057 1.3434821)",CTE,yes,,,,,
194,137303219,137303151,0,37553779,True,5,Central Expressway,motorway,90,133.53,"LINESTRING (103.8607549 1.3422265, 103.8603506 1.3433573)",CTE,yes,,,,,
195,137303358,137301866,0,37553777,True,5,Central Expressway,motorway,90,25.475,"LINESTRING (103.8576294 1.3508496, 103.857545 1.3510626)",CTE,,,,,,
196,137303372,137303358,0,37553777,True,5,Central Expressway,motorway,90,43.44,"LINESTRING (103.8577647 1.3504831, 103.8576294 1.3508496)",CTE,,,,,,
197,137303505,5985154581,0,45248324,True,5,Central Expressway,motorway,90,32.961,"LINESTRING (103.8472366 1.316543, 103.847479 1.3167137)",CTE,,,,,,
198,137481580,395051977,0,473432128,True,3,Pan-Island Expressway,motorway,90,58.513,"LINESTRING (103.9723253 1.3401095, 103.9718691 1.340372)",PIE,,,,,,
199,137481581,395052011,0,473432128,True,3,Pan-Island Expressway,motorway,90,67.583,"LINESTRING (103.9713226 1.3407414, 103.9708626 1.3411388)",PIE,,,,,,
200,137481582,7153273680,0,765909384,True,3,Pan-Island Expressway,motorway,90,84.341,"LINESTRING (103.9699403 1.3422465, 103.969532 1.3428858)",PIE,,,,,,
201,137481583,6076426163,0,34403136,True,2,Tampines Expressway,motorway,90,6.521,"LINESTRING (103.9680759 1.3451653, 103.9680272 1.345198)",TPE,,,,,,
202,137481583,6064253651,0,383372429,True,2,Pan-Island Expressway,motorway,90,14.84,"LINESTRING (103.9680759 1.3451653, 103.9680085 1.3452805)",PIE,,,,,,
203,137481585,137481586,0,383372429,True,2,Pan-Island Expressway,motorway,90,257.487,"LINESTRING (103.9677495 1.3457165, 103.9664493 1.3476329)",PIE,,,,,,
204,137481586,395052063,0,383372429,True,2,Pan-Island Expressway,motorway,90,102.724,"LINESTRING (103.9664493 1.3476329, 103.9658532 1.3483388)",PIE,,,,,,
205,137481589,395048969,0,383372429,True,2,Pan-Island Expressway,motorway,90,76.317,"LINESTRING (103.9648958 1.3491236, 103.9643199 1.3494972)",PIE,,,,,,
206,137481591,395048981,0,74535467,True,3,Pan-Island Expressway,motorway,90,42.039,"LINESTRING (103.9634839 1.3499261, 103.9631299 1.3500591)",PIE,,,,,,
207,137481592,1726722178,0,74535467,True,3,Pan-Island Expressway,motorway,90,50.249,"LINESTRING (103.9617629 1.3504274, 103.9613154 1.3504912)",PIE,,,,,,
208,137481595,5177244011,0,74535467,True,3,Pan-Island Expressway,motorway,90,64.249,"LINESTRING (103.960498 1.3505483, 103.9599203 1.3505308)",PIE,,,,,,
209,137481599,5177244010,0,74535467,True,3,Pan-Island Expressway,motorway,90,44.208,"LINESTRING (103.9595136 1.3504944, 103.9591198 1.350439)",PIE,,,,,,
210,137481605,6095940866,0,649593002,True,3,Pan-Island Expressway,motorway,90,16.681,"LINESTRING (103.9583062 1.3502068, 103.9581634 1.3501607)",PIE,,,,,,
211,137481609,137481612,0,649593004,True,3,Pan-Island Expressway,motorway,90,30.272,"LINESTRING (103.9575751 1.3499592, 103.9573196 1.349865)",PIE,,,,,,
212,137481612,137481613,0,649593004,True,3,Pan-Island Expressway,motorway,90,49.602,"LINESTRING (103.9573196 1.349865, 103.9569151 1.3496767)",PIE,,,,,,
213,137481613,1726691755,0,49427029,True,3,Pan-Island Expressway,motorway,90,31.335,"LINESTRING (103.9569151 1.3496767, 103.9566648 1.3495471)",PIE,yes,,,,,
214,137481615,1726691753,0,49427030,True,3,Pan-Island Expressway,motorway,90,67.318,"LINESTRING (103.9564239 1.3493928, 103.95593 1.3490425)",PIE,,,,,,
215,137481616,137481619,0,49427030,True,3,Pan-Island Expressway,motorway,90,195.965,"LINESTRING (103.9544325 1.3477932, 103.9530867 1.3466549)",PIE,,,,,,
216,137481619,137481620,0,49427030,True,3,Pan-Island Expressway,motorway,90,175.614,"LINESTRING (103.9530867 1.3466549, 103.9518881 1.3456261)",PIE,,,,,,
217,137481620,6095695762,0,49427030,True,3,Pan-Island Expressway,motorway,90,251.973,"LINESTRING (103.9518881 1.3456261, 103.9501701 1.3441479)",PIE,,,,,,
218,137481621,6076433618,0,34407638,True,1,,motorway_link,50,9.806,"LINESTRING (103.9495257 1.343593, 103.9494865 1.343514)",,,,,,,
219,139655079,139655107,0,174555659,True,4,Pan-Island Expressway,motorway,80,26.695,"LINESTRING (103.8315759 1.3258521, 103.8313598 1.3259568)",PIE,,,,,,
220,139655107,1541259899,0,174555659,True,4,Pan-Island Expressway,motorway,80,110.902,"LINESTRING (103.8313598 1.3259568, 103.8305195 1.3264944)",PIE,,,,,,
221,139693679,395051975,0,632123666,True,3,Pan-Island Expressway,motorway,90,25.371,"LINESTRING (103.9735337 1.3397521, 103.9737371 1.3396486)",PIE,,,,,,
222,139693707,1362242693,0,74662603,True,3,Pan-Island Expressway,motorway,90,64.003,"LINESTRING (103.9686521 1.3445261, 103.9689668 1.3440441)",PIE,,,,,,
223,139693779,6698118582,0,631927568,True,2,Pan-Island Expressway,motorway,90,67.331,"LINESTRING (103.9700971 1.3423128, 103.9705205 1.3418798)",PIE,,,,,,
224,139694542,1726722182,0,49427031,True,2,Pan-Island Expressway,motorway,90,48.981,"LINESTRING (103.9610803 1.3507708, 103.9615135 1.3506903)",PIE,,,,,,
225,139694572,1726722177,0,49427031,True,2,Pan-Island Expressway,motorway,90,46.826,"LINESTRING (103.9619037 1.3506005, 103.9623114 1.3504946)",PIE,,,,,,
226,139694799,1726722154,0,174402286,True,3,Pan-Island Expressway,motorway,90,38.501,"LINESTRING (103.9654264 1.3488982, 103.9656802 1.3486626)",PIE,,,,,,
227,139694842,5966911647,0,49427031,True,2,Pan-Island Expressway,motorway,90,67.156,"LINESTRING (103.9644135 1.349562, 103.9649192 1.3492316)",PIE,,,,,,
228,139694888,395048980,0,49427031,True,2,Pan-Island Expressway,motorway,90,41.017,"LINESTRING (103.9631906 1.3501819, 103.9635311 1.3500398)",PIE,,,,,,
229,139694970,139693707,0,74662603,True,3,Pan-Island Expressway,motorway,90,160.034,"LINESTRING (103.9678689 1.3457337, 103.9686521 1.3445261)",PIE,,,,,,
230,139695040,5966911649,0,631916003,True,2,Pan-Island Expressway,motorway,90,56.672,"LINESTRING (103.9665547 1.3477134, 103.9668578 1.3473036)",PIE,,,,,,
231,139695533,1541259902,0,75092700,True,4,Pan-Island Expressway,motorway,80,86.123,"LINESTRING (103.8310324 1.3263746, 103.8317298 1.3260373)",PIE,,,,,,
232,139700120,5177244012,0,383372428,True,3,Pan-Island Expressway,motorway,90,74.116,"LINESTRING (103.9583832 1.3505242, 103.9590261 1.3507008)",PIE,,,,,,
233,139700528,1726691756,0,49427032,True,3,Pan-Island Expressway,motorway,90,33.698,"LINESTRING (103.9563341 1.3495159, 103.9565901 1.3496782)",PIE,yes,,,,,
234,139700573,1726691758,0,383372428,True,3,Pan-Island Expressway,motorway,90,50.607,"LINESTRING (103.9572421 1.3500017, 103.9576594 1.3501836)",PIE,,,,,,
235,139701081,139700573,0,383372428,True,3,Pan-Island Expressway,motorway,90,45.278,"LINESTRING (103.9568791 1.349817, 103.9572421 1.3500017)",PIE,,,,,,
236,139701098,6095885241,0,174049703,True,3,Pan-Island Expressway,motorway,90,248.917,"LINESTRING (103.9530459 1.3467801, 103.9547451 1.348238)",PIE,,,,,,
237,139702845,139701098,0,174049703,True,3,Pan-Island Expressway,motorway,90,170.777,"LINESTRING (103.9518782 1.3457821, 103.9530459 1.3467801)",PIE,,,,,,
238,139743641,440597432,0,631931875,True,3,Pan-Island Expressway,motorway,90,96.97,"LINESTRING (103.9760811 1.3384805, 103.9752766 1.3388176)",PIE,,,,,,
239,139743781,395050821,0,62272692,True,2,,motorway_link,40,30.106,"LINESTRING (103.980923 1.3367046, 103.9806565 1.3366564)",,,,,,,
240,139743799,395050820,0,62272692,True,2,,motorway_link,40,28.988,"LINESTRING (103.9813742 1.3370375, 103.9811874 1.3368556)",,,,,,,
241,139743828,395050818,0,62272692,True,2,,motorway_link,40,19.552,"LINESTRING (103.9815494 1.3374059, 103.9815012 1.3372368)",,,,,,,
242,139743858,395050817,0,62272692,True,2,,motorway_link,40,14.698,"LINESTRING (103.9815037 1.3378082, 103.9815452 1.3376827)",,,,,,,
243,139743885,395050816,0,62272692,True,2,,motorway_link,40,32.185,"LINESTRING (103.9812051 1.3381823, 103.9813881 1.337958)",,,,,,,
244,139743909,139743885,0,62272692,True,2,,motorway_link,40,26.369,"LINESTRING (103.981089 1.3383891, 103.9812051 1.3381823)",,,,,,,
245,139743938,395050814,0,62272692,True,2,,motorway_link,40,18.228,"LINESTRING (103.9810345 1.3387352, 103.9810488 1.3385719)",,,,,,,
246,139743964,6076049014,0,700998527,True,3,,motorway_link,40,15.937,"LINESTRING (103.9816968 1.34081, 103.9816834 1.3406673)",,,,,,,
247,148981867,1781548501,0,726129072,True,6,Seletar Expressway,motorway,90,131.959,"LINESTRING (103.8481724 1.3964187, 103.8469872 1.3964856)",SLE,,,,,,
248,148981906,148981911,0,74896350,True,5,Seletar Expressway,motorway,90,129.738,"LINESTRING (103.8466464 1.3964966, 103.8454794 1.3965124)",SLE,,,,,,
249,148981911,148981917,0,74896350,True,5,Seletar Expressway,motorway,90,122.579,"LINESTRING (103.8454794 1.3965124, 103.8443778 1.3964631)",SLE,,,,,,
250,148981917,148981921,0,74896350,True,5,Seletar Expressway,motorway,90,122.816,"LINESTRING (103.8443778 1.3964631, 103.8432771 1.3963676)",SLE,,,,,,
251,148981921,148981926,0,74896350,True,5,Seletar Expressway,motorway,90,83.86,"LINESTRING (103.8432771 1.3963676, 103.8425274 1.3962836)",SLE,,,,,,
252,148981926,148981932,0,74896350,True,5,Seletar Expressway,motorway,90,84.682,"LINESTRING (103.8425274 1.3962836, 103.8417778 1.3961479)",SLE,,,,,,
253,148981932,1781548492,0,74896350,True,5,Seletar Expressway,motorway,90,88.067,"LINESTRING (103.8417778 1.3961479, 103.8410006 1.3959943)",SLE,,,,,,
254,148981936,148981941,0,109695785,True,5,Seletar Expressway,motorway,90,38.472,"LINESTRING (103.8402249 1.3958174, 103.8398896 1.3957317)",SLE,yes,,,,,
255,148981941,148981947,0,109695804,True,5,Seletar Expressway,motorway,90,136.258,"LINESTRING (103.8398896 1.3957317, 103.8387061 1.3954127)",SLE,,,,,,
256,148981947,6758561186,0,628449302,True,5,Seletar Expressway,motorway,90,56.802,"LINESTRING (103.8387061 1.3954127, 103.8382083 1.3952974)",SLE,,,,,,
257,148981958,6076499906,0,22789073,True,2,,motorway_link,50,13.693,"LINESTRING (103.837097 1.3950177, 103.837006 1.3949347)",,,,,,,
258,148981958,148981962,0,74896358,True,4,Seletar Expressway,motorway,90,142.67,"LINESTRING (103.837097 1.3950177, 103.8358501 1.3947137)",SLE,,,,,,
259,148981962,148981992,0,37583817,True,4,Seletar Expressway,motorway,90,466.384,"LINESTRING (103.8358501 1.3947137, 103.8317813 1.3936906)",SLE,yes,,,,,
260,148981992,148982010,0,37583818,True,4,Seletar Expressway,motorway,90,95.969,"LINESTRING (103.8317813 1.3936906, 103.8309532 1.3934466)",SLE,,,,,,
261,148982010,1781541218,0,37583818,True,4,Seletar Expressway,motorway,90,35.505,"LINESTRING (103.8309532 1.3934466, 103.8306432 1.3933697)",SLE,,,,,,
262,148982021,148982027,0,479789547,True,5,Seletar Expressway,motorway,90,84.008,"LINESTRING (103.8286453 1.3929805, 103.827894 1.3928989)",SLE,,,,,,
263,148982027,6091355396,0,720094145,True,4,Seletar Expressway,motorway,90,151.563,"LINESTRING (103.827894 1.3928989, 103.8265327 1.3928225)",SLE,,,,,,
264,148982031,148982039,0,479789546,True,4,Seletar Expressway,motorway,90,42.965,"LINESTRING (103.8249998 1.3928536, 103.8246161 1.3929001)",SLE,,,,,,
265,148982039,148982058,0,479789546,True,4,Seletar Expressway,motorway,90,37.786,"LINESTRING (103.8246161 1.3929001, 103.824278 1.3929352)",SLE,,,,,,
266,148982058,148982070,0,479789546,True,4,Seletar Expressway,motorway,90,57.269,"LINESTRING (103.824278 1.3929352, 103.823767 1.3930007)",SLE,,,,,,
267,148982070,440562350,0,479789546,True,4,Seletar Expressway,motorway,90,128.927,"LINESTRING (103.823767 1.3930007, 103.8226229 1.3931909)",SLE,,,,,,
268,148982088,148982100,0,265150830,True,3,Seletar Expressway,motorway,90,58.317,"LINESTRING (103.8219531 1.3933537, 103.821447 1.3934918)",SLE,,,,,,
269,148982100,440562349,0,265150830,True,3,Seletar Expressway,motorway,90,88.67,"LINESTRING (103.821447 1.3934918, 103.8206789 1.3937069)",SLE,,,,,,
270,148982111,148982120,0,37583931,True,3,Seletar Expressway,motorway,90,110.738,"LINESTRING (103.8199334 1.3939352, 103.8189774 1.3942152)",SLE,yes,,,,,
271,148982120,3884230376,0,37583931,True,3,Seletar Expressway,motorway,90,19.395,"LINESTRING (103.8189774 1.3942152, 103.8188101 1.3942647)",SLE,yes,,,,,
272,148982124,148982129,0,37583931,True,3,Seletar Expressway,motorway,90,47.121,"LINESTRING (103.8180905 1.3944778, 103.8176819 1.3945906)",SLE,yes,,,,,
273,148982129,440562344,0,37583931,True,3,Seletar Expressway,motorway,90,44.548,"LINESTRING (103.8176819 1.3945906, 103.817295 1.394695)",SLE,yes,,,,,
274,148982135,148982141,0,635136059,True,3,Seletar Expressway,motorway,90,50.745,"LINESTRING (103.8162876 1.3950564, 103.8158901 1.3952808)",SLE,,,,,,
275,148982141,1781536038,0,635136059,True,3,Seletar Expressway,motorway,90,25.811,"LINESTRING (103.8158901 1.3952808, 103.8156962 1.3954085)",SLE,,,,,,
276,148982145,148982150,0,37583932,True,3,Seletar Expressway,motorway,90,50.585,"LINESTRING (103.8148777 1.3961071, 103.8145858 1.3964561)",SLE,,,,,,
277,148982150,148982155,0,37583932,True,3,Seletar Expressway,motorway,90,79.237,"LINESTRING (103.8145858 1.3964561, 103.8141871 1.3970468)",SLE,,,,,,
278,148982155,148982160,0,37583932,True,3,Seletar Expressway,motorway,90,82.326,"LINESTRING (103.8141871 1.3970468, 103.8138523 1.3977072)",SLE,,,,,,
279,148982160,148982164,0,37583932,True,3,Seletar Expressway,motorway,90,112.719,"LINESTRING (103.8138523 1.3977072, 103.813524 1.3986663)",SLE,,,,,,
280,148982164,148982169,0,37583932,True,3,Seletar Expressway,motorway,90,124.839,"LINESTRING (103.813524 1.3986663, 103.8131508 1.3997252)",SLE,,,,,,
281,148982169,148982174,0,37583932,True,3,Seletar Expressway,motorway,90,97.261,"LINESTRING (103.8131508 1.3997252, 103.8128228 1.4005361)",SLE,,,,,,
282,148982174,148982180,0,37583932,True,3,Seletar Expressway,motorway,90,112.006,"LINESTRING (103.8128228 1.4005361, 103.8123893 1.4014454)",SLE,,,,,,
283,148982180,1781536050,0,37583932,True,3,Seletar Expressway,motorway,90,33.066,"LINESTRING (103.8123893 1.4014454, 103.8122453 1.4017056)",SLE,,,,,,
284,148982184,148982190,0,166702721,True,3,Seletar Expressway,motorway,90,116.793,"LINESTRING (103.8118808 1.4023572, 103.8113314 1.4032525)",SLE,,,,,,
285,148982190,148982194,0,166702721,True,3,Seletar Expressway,motorway,90,101.501,"LINESTRING (103.8113314 1.4032525, 103.8108357 1.4040191)",SLE,,,,,,
286,148982194,148982199,0,166702721,True,3,Seletar Expressway,motorway,90,81.354,"LINESTRING (103.8108357 1.4040191, 103.8103833 1.4045942)",SLE,,,,,,
287,148982199,148982204,0,480875791,True,3,Seletar Expressway,motorway,90,100.919,"LINESTRING (103.8103833 1.4045942, 103.8097953 1.4052857)",SLE,,,,,,
288,148982204,5941845338,0,630810314,True,3,Seletar Expressway,motorway,90,31.6,"LINESTRING (103.8097953 1.4052857, 103.8095999 1.4054921)",SLE,,,,,,
289,148982209,148982213,0,480875789,True,3,Seletar Expressway,motorway,90,22.051,"LINESTRING (103.8086643 1.4069529, 103.8085684 1.4071265)",SLE,,,,,,
290,148982213,148982219,0,480875789,True,3,Seletar Expressway,motorway,90,193.276,"LINESTRING (103.8085684 1.4071265, 103.807876 1.4087209)",SLE,,,,,,
291,148982219,6285879998,0,480875789,True,3,Seletar Expressway,motorway,90,42.302,"LINESTRING (103.807876 1.4087209, 103.807729 1.4090718)",SLE,,,,,,
292,148990712,4738263821,0,480874199,True,3,Seletar Expressway,motorway,90,158.537,"LINESTRING (103.806486 1.4123359, 103.8059455 1.4136553)",SLE,,,,,,
293,148990721,148990731,0,480874196,True,3,Seletar Expressway,motorway,90,102.843,"LINESTRING (103.8052294 1.4148491, 103.8046295 1.4155532)",SLE,,,,,,
294,148990731,6008826107,0,480874196,True,3,Seletar Expressway,motorway,90,77.329,"LINESTRING (103.8046295 1.4155532, 103.8041291 1.4160363)",SLE,,,,,,
295,148990743,6008826106,0,649603753,True,3,Seletar Expressway,motorway,90,21.05,"LINESTRING (103.8033118 1.4167105, 103.8031695 1.4168354)",SLE,,,,,,
296,148990750,148990758,0,637343207,True,3,Seletar Expressway,motorway,90,261.531,"LINESTRING (103.8023789 1.417532, 103.8005608 1.4190248)",SLE,,,,,,
297,148990758,148990763,0,637343207,True,3,Seletar Expressway,motorway,90,238.776,"LINESTRING (103.8005608 1.4190248, 103.7988181 1.4202802)",SLE,,,,,,
298,148990763,6008826108,0,698701593,True,3,Seletar Expressway,motorway,90,47.666,"LINESTRING (103.7988181 1.4202802, 103.7984517 1.4205029)",SLE,,,,,,
299,148990790,440588370,0,234873075,True,3,Seletar Expressway,motorway,90,107.889,"LINESTRING (103.7963782 1.4217169, 103.795523 1.4221757)",SLE,,,,,,
