,u,v,key,osmid,oneway,lanes,highway,maxspeed,length,geometry,ref,name,bridge,access,tunnel
3368,5862767205,5862767204,0,620546639,True,1,primary_link,50,7.005,"LINESTRING (103.9135529 1.3911519, 103.9136159 1.3911506)",,,,,
3369,5862767206,5862767208,0,620546640,True,4,primary,70,27.714,"LINESTRING (103.9138828 1.3911861, 103.9137358 1.3909848)",,Punggol East,,,
3370,5862767207,5862767206,0,620546640,True,4,primary,70,43.524,"LINESTRING (103.9141067 1.3915072, 103.9138828 1.3911861)",,Punggol East,,,
3371,5862767208,5862767209,0,620546642,True,,primary,70,16.697,"LINESTRING (103.9137358 1.3909848, 103.9136474 1.3908634)",,Punggol East,,,
3372,5862767209,4691133032,0,620546635,True,3,primary,70,13.625,"LINESTRING (103.9136474 1.3908634, 103.913577 1.3907631)",,Punggol East,,,
3373,5862767209,5218349080,0,620546644,True,,residential,50,16.918,"LINESTRING (103.9136474 1.3908634, 103.9135268 1.3909562)",,Punggol Field Walk,,,
3374,5862927575,6056218219,0,620557604,True,2,residential,40,14.959,"LINESTRING (103.9119986 1.3913182, 103.9120803 1.3914251)",,Punggol Field Walk,,,
3375,5862927576,5218349081,0,620557605,True,3,residential,40,39.594,"LINESTRING (103.9122105 1.3915957, 103.9124364 1.391871)",,Punggol Field Walk,,,
3376,5863080413,1781717309,0,626597991,True,3,motorway_link,50,88.578,"LINESTRING (103.9025183 1.3979077, 103.9032391 1.3975681)",,,,,
3377,5863080414,6734650760,0,620576652,True,4,secondary,60,45.828,"LINESTRING (103.9044522 1.3984454, 103.9042792 1.3980713)",,Punggol Road,,,
3378,5863220851,5863220874,0,621227590,True,3,secondary,,53.772,"LINESTRING (103.9096753 1.4095421, 103.9099108 1.4099645)",,New Punggol Road,,,
3379,5863220853,6958945384,0,743463789,True,3,residential,,32.376,"LINESTRING (103.9114299 1.4132747, 103.9117164 1.4132223)",,Punggol Coast Road,,,
3380,5863220853,6958977543,0,758632603,True,,secondary,,17.02,"LINESTRING (103.9114299 1.4132747, 103.9113957 1.4131255)",,New Punggol Road,,,
3381,5863220854,6958977538,0,743463789,True,3,residential,,29.55,"LINESTRING (103.9124431 1.4130323, 103.912687 1.4129266)",,Punggol Coast Road,,,
3382,5863220855,5740855027,0,738992105,True,3,secondary,,118.842,"LINESTRING (103.9112395 1.4133076, 103.9113762 1.4143676)",,New Punggol Road,,,
3383,5863220855,5863220853,0,743463783,True,,residential,,21.479,"LINESTRING (103.9112395 1.4133076, 103.9114299 1.4132747)",,Punggol Coast Road,,,
3384,5863220856,5740855022,0,736677858,True,,secondary,,10.475,"LINESTRING (103.911505 1.4143599, 103.9115896 1.4143184)",,New Punggol Road,,,
3385,5863220857,6958977537,0,743463789,True,3,residential,,46.124,"LINESTRING (103.9129004 1.4127984, 103.9132192 1.4125329)",,Punggol Coast Road,,,
3386,5863220858,6958977535,0,620594228,True,2,residential,,30.471,"LINESTRING (103.9136051 1.4120392, 103.9137365 1.4117987)",,Punggol Coast Road,,,
3387,5863220860,6958977529,0,743463792,True,2,residential,50,15.342,"LINESTRING (103.913902 1.4110367, 103.9138451 1.410911)",,,,,
3388,5863220861,6958977525,0,743463786,True,2,residential,50,46.955,"LINESTRING (103.9128394 1.4104313, 103.9125015 1.4101779)",,,,,
3389,5863220862,7094779383,0,743463786,True,2,residential,50,69.642,"LINESTRING (103.9122386 1.4099084, 103.9118443 1.4094217)",,,,,
3390,5863220863,6958977511,0,743463785,True,2,residential,50,33.187,"LINESTRING (103.9116646 1.4093431, 103.9118503 1.4095768)",,,,,
3391,5863220864,5556118622,0,621227591,True,3,secondary,,82.317,"LINESTRING (103.9098539 1.4095079, 103.9094824 1.4088675)",,Punggol Road,,,
3392,5863220869,5863220851,0,605235905,True,3,secondary,,55.235,"LINESTRING (103.9094426 1.4091032, 103.9096753 1.4095421)",,Punggol Road,,,
3393,5863220874,6958977498,0,621227590,True,3,secondary,,164.264,"LINESTRING (103.9099108 1.4099645, 103.9106065 1.4112678)",,New Punggol Road,,,
3394,5864572443,6181123755,0,620745574,True,3,motorway_link,50,27.784,"LINESTRING (103.8971163 1.3991251, 103.8968751 1.3991906)",,Punggol West Interchange,,,
3395,5864610046,5915327811,0,32776625,True,2,motorway_link,50,78.984,"LINESTRING (103.9052086 1.3954891, 103.9045934 1.3958445)",,,,,
3396,5864610047,133662104,0,620749714,True,4,motorway,90,122.157,"LINESTRING (103.9131814 1.3873309, 103.9138941 1.3864947)",TPE,Tampines Expressway,,,
3397,5864610048,1166755149,0,479744509,True,4,motorway,90,81.868,"LINESTRING (103.9076185 1.3935277, 103.907078 1.3940278)",TPE,Tampines Expressway,,,
3398,5864610049,1166755184,0,74549053,True,3,motorway,90,92.407,"LINESTRING (103.9039358 1.3965952, 103.9032182 1.3970147)",TPE,Tampines Expressway,,,
3399,5864610050,369177623,0,620749731,True,4,motorway,90,169.071,"LINESTRING (103.8931171 1.4004711, 103.89462 1.4002376)",TPE,Tampines Expressway,,,
3400,5864610051,133662081,0,620749733,True,5,motorway,90,135.568,"LINESTRING (103.8912919 1.4007166, 103.8925021 1.4005659)",TPE,Tampines Expressway,,,
3401,5864610052,5864610051,0,620749732,True,5,motorway,90,244.271,"LINESTRING (103.8891166 1.4010276, 103.8912919 1.4007166)",TPE,Tampines Expressway,,,
3402,5889753707,4459074679,0,623709159,True,3,tertiary,50,8.434,"LINESTRING (103.8960917 1.3861806, 103.8960602 1.3861116)",,Compassvale Road,,,
3403,5889813288,242948294,0,623713563,True,4,tertiary,50,80.526,"LINESTRING (103.8941149 1.3873993, 103.8939151 1.3867032)",,Sengkang Central,,,
3404,5889813289,4598842414,0,623713564,True,4,tertiary,50,41.54,"LINESTRING (103.8936 1.3859554, 103.8936455 1.3863262)",,Sengkang Central,,,
3405,5898659243,5898659263,0,624655284,True,2,residential,40,61.602,"LINESTRING (103.8996269 1.386316, 103.8998153 1.386837)",,Compassvale Lane,,,
3406,5898659259,5898659243,0,624655286,True,1,residential,40,58.73,"LINESTRING (103.8994456 1.3858199, 103.8996269 1.386316)",,Compassvale Lane,,,
3407,5898659260,5104190511,0,174886149,True,2,tertiary,50,82.312,"LINESTRING (103.899892 1.3868941, 103.9006013 1.3866816)",,Compassvale Drive,,,
3408,5898659260,375775415,0,624660439,True,2,residential,40,8.901,"LINESTRING (103.899892 1.3868941, 103.8998596 1.3868209)",,Compassvale Lane,,,
3409,5898659261,375774359,0,624655285,True,1,residential,50,8.691,"LINESTRING (103.8998397 1.3869149, 103.8998933 1.3869718)",,Compassvale Walk,,,
3410,5898659261,5898659260,0,638460792,True,2,tertiary,50,6.257,"LINESTRING (103.8998397 1.3869149, 103.899892 1.3868941)",,Compassvale Drive,,,
3411,5898659263,5898659261,0,627947016,True,2,residential,40,9.077,"LINESTRING (103.8998153 1.386837, 103.8998397 1.3869149)",,Compassvale Lane,,,
3412,5898659263,6112668530,0,651917759,True,2,tertiary,50,57.903,"LINESTRING (103.8998153 1.386837, 103.8993251 1.3870131)",,Compassvale Drive,,,
3413,5910864486,4430972257,0,447713023,True,1,primary_link,50,10.063,"LINESTRING (103.9072859 1.3867115, 103.9072858 1.386802)",,,,,
3414,5910864487,4430972260,0,626082263,True,3,secondary,60,28.241,"LINESTRING (103.9071947 1.3871432, 103.907319 1.3869217)",,Sengkang East Way,,,
3415,5910864488,4430972250,0,626082264,True,4,primary,70,37.68,"LINESTRING (103.9068192 1.3861846, 103.907118 1.3863446)",,Sengkang East Drive,,,
3416,5912918182,4459074688,0,626312079,True,4,tertiary,50,52.723,"LINESTRING (103.9008889 1.3865828, 103.9013315 1.3864124)",,Compassvale Drive,,,
3417,5913091862,5104170853,0,626332830,True,1,residential,40,27.119,"LINESTRING (103.8995706 1.3860197, 103.8994864 1.3857908)",,Compassvale Lane,,,
3418,5915007555,5177262969,0,626535981,True,2,tertiary,50,23.879,"LINESTRING (103.8937113 1.3860251, 103.8936513 1.3858189)",,Sengkang Central,,,
3419,5915327811,5921780815,0,626575145,True,4,motorway_link,50,31.488,"LINESTRING (103.9045934 1.3958445, 103.9043416 1.3959742)",,,,,
3420,5915327812,5915434249,0,626575146,True,4,secondary,60,45.482,"LINESTRING (103.902865 1.3957589, 103.9030989 1.3960945)",,Punggol Road,,,
3421,5915434249,1781717280,0,166722004,True,2,motorway_link,50,14.448,"LINESTRING (103.9030989 1.3960945, 103.903102 1.3962244)",,,,,
3422,5915434249,242941694,0,174886187,True,3,secondary,60,56.588,"LINESTRING (103.9030989 1.3960945, 103.9033475 1.3965386)",,Punggol Road,,,
3423,5917409344,5177263019,0,756461071,True,1,residential,50,6.75,"LINESTRING (103.8979082 1.3973521, 103.8979367 1.3972985)",,Compassvale Crescent,,,
3424,5917409345,5917409356,0,626803620,True,1,residential,50,14.446,"LINESTRING (103.8978915 1.3972964, 103.8977693 1.3973406)",,Compassvale Crescent,,,
3425,5917409346,5917941846,0,626857824,True,1,residential,50,77.525,"LINESTRING (103.8966389 1.3968483, 103.8964016 1.3961927)",,Compassvale Crescent,,,
3426,5917409347,5917409346,0,626857826,True,1,residential,50,5.825,"LINESTRING (103.8966577 1.3968972, 103.8966389 1.3968483)",,Compassvale Crescent,,,
3427,5917409348,5917409347,0,626857826,True,1,residential,50,15.453,"LINESTRING (103.8967146 1.397024, 103.8966577 1.3968972)",,Compassvale Crescent,,,
3428,5917409349,5917409348,0,626857826,True,1,residential,50,18.242,"LINESTRING (103.8968233 1.3971469, 103.8967146 1.397024)",,Compassvale Crescent,,,
3429,5917409350,5917409349,0,626857826,True,1,residential,50,14.976,"LINESTRING (103.8969228 1.3972377, 103.8968233 1.3971469)",,Compassvale Crescent,,,
3430,5917409351,5917409350,0,626857820,True,1,residential,50,4.24,"LINESTRING (103.8969545 1.3972589, 103.8969228 1.3972377)",,Compassvale Crescent,,,
3431,5917409352,5917409351,0,626803620,True,1,residential,50,12.975,"LINESTRING (103.897053 1.3973215, 103.8969545 1.3972589)",,Compassvale Crescent,,,
3432,5917409353,5917409352,0,626803620,True,1,residential,50,17.221,"LINESTRING (103.8971947 1.3973841, 103.897053 1.3973215)",,Compassvale Crescent,,,
3433,5917409354,5917409353,0,626803620,True,1,residential,50,20.794,"LINESTRING (103.8973794 1.3974137, 103.8971947 1.3973841)",,Compassvale Crescent,,,
3434,5917409355,5917409354,0,626803620,True,1,residential,50,19.659,"LINESTRING (103.8975556 1.3973986, 103.8973794 1.3974137)",,Compassvale Crescent,,,
3435,5917409356,5917409355,0,626803620,True,1,residential,50,24.615,"LINESTRING (103.8977693 1.3973406, 103.8975556 1.3973986)",,Compassvale Crescent,,,
3436,5917409357,6953315467,0,32790365,True,2,tertiary,50,128.132,"LINESTRING (103.8962839 1.3956916, 103.8973987 1.3953987)",,Compassvale Street,,,
3437,5917565366,6953315568,0,626803619,False,2,residential,50,16.524,"LINESTRING (103.8982503 1.3971888, 103.89811 1.3972379)",,Compassvale Crescent,,,
3438,5917565366,6119769348,0,626829117,False,2,residential,50,5.813,"LINESTRING (103.8982503 1.3971888, 103.8982987 1.397169)",,Compassvale Crescent,,,
3439,5917596506,380601823,0,639547021,True,2,secondary,50,16.885,"LINESTRING (103.892227 1.3865165, 103.8920764 1.3864967)",,Sengkang East Avenue,,,
3440,5917835964,5177263012,0,626857819,True,1,residential,50,4.298,"LINESTRING (103.8968873 1.3972766, 103.8969193 1.3972983)",,Compassvale Crescent,,,
3441,5917941846,5919537936,0,626874320,True,1,residential,50,40.81,"LINESTRING (103.8964016 1.3961927, 103.8962761 1.3958478)",,Compassvale Crescent,,,
3442,5917941847,5256544291,0,626874321,True,1,residential,50,77.27,"LINESTRING (103.8963547 1.3962132, 103.8966029 1.3968623)",,Compassvale Crescent,,,
3443,5919537936,5919537939,0,626874320,True,1,residential,50,4.377,"LINESTRING (103.8962761 1.3958478, 103.8962701 1.3958089)",,Compassvale Crescent,,,
3444,5919537937,5919537940,0,626857823,True,1,residential,50,9.07,"LINESTRING (103.8961823 1.3957961, 103.8962185 1.3958692)",,Compassvale Crescent,,,
3445,5919537938,5917409357,0,626874320,True,1,residential,50,8.097,"LINESTRING (103.8962761 1.395764, 103.8962839 1.3956916)",,Compassvale Crescent,,,
3446,5919537939,5919537938,0,626874320,True,1,residential,50,5.037,"LINESTRING (103.8962701 1.3958089, 103.8962761 1.395764)",,Compassvale Crescent,,,
3447,5919537940,5917941847,0,626857823,True,1,residential,50,41.138,"LINESTRING (103.8962185 1.3958692, 103.8963547 1.3962132)",,Compassvale Crescent,,,
3448,5921780815,369174639,0,479744511,True,4,motorway_link,50,37.041,"LINESTRING (103.9043416 1.3959742, 103.9040452 1.3961264)",,,,,
3449,5921905735,5921905758,0,545321527,True,1,residential,50,8.741,"LINESTRING (103.9066502 1.3924346, 103.9065979 1.3924933)",,Rivervale Crescent,,,
3450,5921905736,5921905737,0,627700952,True,1,residential,50,3.037,"LINESTRING (103.9068122 1.39225, 103.9067937 1.3922701)",,Rivervale Crescent,,,
3451,5921905737,5921941614,0,627700952,True,1,residential,50,14.009,"LINESTRING (103.9067937 1.3922701, 103.9067128 1.3923667)",,Rivervale Crescent,,,
3452,5921905738,5921905755,0,545321527,True,1,residential,50,7.8,"LINESTRING (103.9062935 1.3927078, 103.9062238 1.3927159)",,Rivervale Crescent,,,
3453,5921905739,5921905754,0,545321527,True,1,residential,50,6.34,"LINESTRING (103.9061379 1.3927145, 103.9060823 1.3927018)",,Rivervale Crescent,,,
3454,5921905740,5921905741,0,776123928,True,1,residential,50,11.239,"LINESTRING (103.9059401 1.392622, 103.9058644 1.392555)",,Rivervale Crescent,,,
3455,5921905741,5921905752,0,776123928,True,1,residential,50,4.628,"LINESTRING (103.9058644 1.392555, 103.9058315 1.3925295)",,Rivervale Crescent,,,
3456,5921905742,5921941613,0,545321526,True,1,residential,50,22.106,"LINESTRING (103.906612 1.3925463, 103.9067473 1.3924006)",,Rivervale Crescent,,,
3457,5921905743,242958725,0,545321526,True,1,residential,50,8.849,"LINESTRING (103.9064337 1.3927025, 103.9064975 1.3926549)",,Rivervale Crescent,,,
3458,5921905744,4598826887,0,545321526,True,1,residential,50,5.601,"LINESTRING (103.9063344 1.3927427, 103.9063819 1.3927259)",,Rivervale Crescent,,,
3459,5921905745,5921905744,0,545321526,True,1,residential,50,5.055,"LINESTRING (103.9062902 1.3927534, 103.9063344 1.3927427)",,Rivervale Crescent,,,
3460,5921905746,242958719,0,545321526,True,1,residential,50,6.508,"LINESTRING (103.9061701 1.3927541, 103.9062286 1.3927563)",,Rivervale Crescent,,,
3461,5921905747,4598826886,0,545321526,True,1,residential,50,5.123,"LINESTRING (103.9060695 1.3927413, 103.906115 1.3927486)",,Rivervale Crescent,,,
3462,5921905748,5921905747,0,545321526,True,1,residential,50,5.697,"LINESTRING (103.9060213 1.3927239, 103.9060695 1.3927413)",,Rivervale Crescent,,,
3463,5921905749,5921905748,0,545321526,True,1,residential,50,5.633,"LINESTRING (103.9059757 1.3927018, 103.9060213 1.3927239)",,Rivervale Crescent,,,
3464,5921905750,5921905749,0,545321526,True,1,residential,50,5.168,"LINESTRING (103.9059348 1.3926797, 103.9059757 1.3927018)",,Rivervale Crescent,,,
3465,5921905751,5921905750,0,545321526,True,1,residential,50,5.422,"LINESTRING (103.9058965 1.3926495, 103.9059348 1.3926797)",,Rivervale Crescent,,,
3466,5921905752,5921905760,0,776123928,True,1,residential,50,4.938,"LINESTRING (103.9058315 1.3925295, 103.9057898 1.3925142)",,Rivervale Crescent,,,
3467,5921905753,5921905740,0,776123928,True,1,residential,50,9.801,"LINESTRING (103.9060125 1.3926723, 103.9059401 1.392622)",,Rivervale Crescent,,,
3468,5921905754,5921905753,0,776123928,True,1,residential,50,8.424,"LINESTRING (103.9060823 1.3927018, 103.9060125 1.3926723)",,Rivervale Crescent,,,
3469,5921905755,5921905739,0,545321527,True,1,residential,50,9.55,"LINESTRING (103.9062238 1.3927159, 103.9061379 1.3927145)",,Rivervale Crescent,,,
3470,5921905756,5921905757,0,545321527,True,1,residential,50,9.186,"LINESTRING (103.906435 1.3926468, 103.9063632 1.3926877)",,Rivervale Crescent,,,
3471,5921905757,5921905738,0,545321527,True,1,residential,50,8.064,"LINESTRING (103.9063632 1.3926877, 103.9062935 1.3927078)",,Rivervale Crescent,,,
3472,5921905758,5921905759,0,545321527,True,1,residential,50,4.167,"LINESTRING (103.9065979 1.3924933, 103.9065711 1.3925195)",,Rivervale Crescent,,,
3473,5921905759,5921905756,0,545321527,True,1,residential,50,20.719,"LINESTRING (103.9065711 1.3925195, 103.906435 1.3926468)",,Rivervale Crescent,,,
3474,5921905760,242958711,0,545321526,True,1,residential,50,5.274,"LINESTRING (103.9057898 1.3925142, 103.9058096 1.3925573)",,Rivervale Crescent,,,
3475,5921905760,5921905761,0,627311781,False,3,residential,50,28.309,"LINESTRING (103.9057898 1.3925142, 103.9056055 1.3923385)",,Rivervale Crescent,,,
3476,5921905761,5921905760,0,627311781,False,3,residential,50,28.309,"LINESTRING (103.9056055 1.3923385, 103.9057898 1.3925142)",,Rivervale Crescent,,,
3477,5921905761,6192761655,0,627311781,False,3,residential,50,21.698,"LINESTRING (103.9056055 1.3923385, 103.9054664 1.3922016)",,Rivervale Crescent,,,
3478,5921941609,5921941616,0,627316123,False,2,residential,50,6.478,"LINESTRING (103.9071444 1.392803, 103.9071035 1.3927615)",,,,,
3479,5921941609,5256517415,0,627316123,False,2,residential,50,14.284,"LINESTRING (103.9071444 1.392803, 103.907235 1.3928941)",,,,,
3480,5921941610,5921941615,0,627316123,False,2,residential,50,20.465,"LINESTRING (103.9070633 1.3927159, 103.9069345 1.3925844)",,,,,
3481,5921941610,5921941616,0,627316123,False,2,residential,50,6.759,"LINESTRING (103.9070633 1.3927159, 103.9071035 1.3927615)",,,,,
3482,5921941613,5921941615,0,627316123,False,2,residential,50,29.167,"LINESTRING (103.9067473 1.3924006, 103.9069345 1.3925844)",,,,,
3483,5921941613,5921941614,0,646621220,False,2,residential,50,5.377,"LINESTRING (103.9067473 1.3924006, 103.9067128 1.3923667)",,,,,
3484,5921941613,5256549151,0,727065161,True,1,residential,50,17.289,"LINESTRING (103.9067473 1.3924006, 103.9068503 1.3922841)",,Rivervale Crescent,,,
3485,5921941614,5921905735,0,545321527,True,1,residential,50,10.268,"LINESTRING (103.9067128 1.3923667, 103.9066502 1.3924346)",,Rivervale Crescent,,,
3486,5921941614,5921941613,0,646621220,False,2,residential,50,5.377,"LINESTRING (103.9067128 1.3923667, 103.9067473 1.3924006)",,,,,
3487,5921941615,5921941613,0,627316123,False,2,residential,50,29.167,"LINESTRING (103.9069345 1.3925844, 103.9067473 1.3924006)",,,,,
3488,5921941615,5921941610,0,627316123,False,2,residential,50,20.465,"LINESTRING (103.9069345 1.3925844, 103.9070633 1.3927159)",,,,,
3489,5921941616,5921941610,0,627316123,False,2,residential,50,6.759,"LINESTRING (103.9071035 1.3927615, 103.9070633 1.3927159)",,,,,
3490,5921941616,5921941609,0,627316123,False,2,residential,50,6.478,"LINESTRING (103.9071035 1.3927615, 103.9071444 1.392803)",,,,,
3491,5921970428,4701920929,0,627319899,True,4,tertiary,50,27.907,"LINESTRING (103.8951623 1.3957961, 103.8949202 1.3958625)",,Compassvale Street,,,
3492,5921972188,5256549150,0,546668226,False,2,residential,50,30.582,"LINESTRING (103.9077285 1.3913222, 103.9079238 1.3911285)",,Rivervale Crescent,,,
3493,5921972188,5256276509,0,627320299,False,2,residential,50,47.562,"LINESTRING (103.9077285 1.3913222, 103.907425 1.3916237)",,Rivervale Crescent,,,
3494,5925329444,4430972556,0,627659432,True,4,tertiary,50,155.886,"LINESTRING (103.8906723 1.3901216, 103.8919994 1.3896686)",,Anchorvale Drive,,,
3495,5926000750,3063319123,0,302094694,True,1,secondary_link,50,13.471,"LINESTRING (103.9016188 1.393964, 103.9015024 1.3939303)",,,,,
3496,5926062865,5177295520,0,627985409,True,2,tertiary,50,65.249,"LINESTRING (103.9023332 1.3938454, 103.9028895 1.3936582)",,Rivervale Drive,,,
3497,5926112514,3063314687,0,627658582,False,2,residential,50,29.428,"LINESTRING (103.9031815 1.391709, 103.9031951 1.3919733)",,Saint Anne's Wood,,,
3498,5926112514,5927909048,0,780079720,False,2,residential,50,18.293,"LINESTRING (103.9031815 1.391709, 103.9031714 1.3915448)",,Saint Anne's Wood,,,
3499,5926112515,3063314687,0,627658583,False,2,residential,50,22.509,"LINESTRING (103.9032023 1.3921756, 103.9031951 1.3919733)",,Saint Anne's Wood,,,
3500,5926112515,3063316721,0,627736307,False,2,residential,50,25.641,"LINESTRING (103.9032023 1.3921756, 103.9032118 1.392406)",,Saint Anne's Wood,,,
3501,5927875676,5270601998,0,545321523,True,1,residential,50,18.155,"LINESTRING (103.9090971 1.3898471, 103.9091939 1.3897156)",,Rivervale Crescent,,,
3502,5927875677,7103996994,0,760458936,True,1,residential,50,19.061,"LINESTRING (103.9090555 1.3898219, 103.9089497 1.3899568)",,Rivervale Crescent,,,
3503,5927875678,7103996993,0,627064060,False,2,residential,50,3.487,"LINESTRING (103.9085647 1.3904467, 103.9085436 1.3904699)",,Rivervale Crescent,,,
3504,5927875678,5256722465,0,627917780,False,2,residential,50,6.795,"LINESTRING (103.9085647 1.3904467, 103.908604 1.3903999)",,Rivervale Crescent,,,
3505,5927881036,3808580384,0,627980050,True,2,residential,50,12.014,"LINESTRING (103.894237 1.3914683, 103.894268 1.3915718)",,Sengkang Square,,,
3506,5927881037,375767081,0,627918600,True,3,residential,50,97.176,"LINESTRING (103.8949478 1.3905419, 103.8941221 1.3908289)",,Sengkang Square,,,
3507,5927881038,3063312994,0,627918602,True,3,residential,50,48.182,"LINESTRING (103.8933492 1.3911935, 103.893758 1.3910495)",,Sengkang Square,,,
3508,5927881039,3063313343,0,627918604,True,3,residential,50,23.999,"LINESTRING (103.8943161 1.3914321, 103.8942517 1.3912261)",,Sengkang Square,,,
3509,5927901017,3063312093,0,302094698,False,2,residential,50,22.32,"LINESTRING (103.9031178 1.3909267, 103.9030975 1.390727)",,Saint Anne's Wood,,,
3510,5927901017,6197602793,0,780079721,False,2,residential,50,27.571,"LINESTRING (103.9031178 1.3909267, 103.9031446 1.3911732)",,Saint Anne's Wood,,,
3511,5927902125,6181123757,0,627921867,True,3,residential,50,9.896,"LINESTRING (103.8965716 1.3908623, 103.8965422 1.3907783)",,Sengkang Square,,,
3512,5927902126,6881812798,0,627921869,True,2,residential,50,33.579,"LINESTRING (103.8954372 1.3904642, 103.8957243 1.3903703)",,Sengkang Square,,,
3513,5927902127,375771951,0,627921870,True,3,residential,50,62.301,"LINESTRING (103.8968253 1.389895, 103.8962948 1.3900757)",,Sengkang Square,,,
3514,5927909048,3063313260,0,627922901,False,2,residential,50,14.64,"LINESTRING (103.9031714 1.3915448, 103.9031673 1.3914132)",,Saint Anne's Wood,,,
3515,5927909048,5926112514,0,780079720,False,2,residential,50,18.293,"LINESTRING (103.9031714 1.3915448, 103.9031815 1.391709)",,Saint Anne's Wood,,,
3516,5927909049,3063313589,0,302094690,False,2,residential,50,27.658,"LINESTRING (103.9033632 1.3914013, 103.903612 1.3914)",,Saint Anne's Wood,,,
3517,5927909049,3063313260,0,627922902,False,2,residential,50,21.817,"LINESTRING (103.9033632 1.3914013, 103.9031673 1.3914132)",,Saint Anne's Wood,,,
3518,5927913998,4598826888,0,627923423,False,3,residential,50,17.577,"LINESTRING (103.9045005 1.3901384, 103.9045594 1.3902851)",,Rivervale Crescent,,,
3519,5927913998,369165233,0,627923423,False,3,residential,50,20.955,"LINESTRING (103.9045005 1.3901384, 103.9043976 1.3899805)",,Rivervale Crescent,,,
3520,5927945315,5178349613,0,627927371,False,2,residential,50,23.023,"LINESTRING (103.9047211 1.3909361, 103.9046829 1.3907326)",,Rivervale Crescent,,,
3521,5927945315,5178349597,0,627933221,False,2,residential,50,29.019,"LINESTRING (103.9047211 1.3909361, 103.9047665 1.3911931)",,Rivervale Crescent,,,
3522,5927983201,4433708168,0,383281847,True,2,tertiary,50,15.197,"LINESTRING (103.8976185 1.3909153, 103.8976622 1.3910448)",,Compassvale Road,,,
3523,5927983202,4478315384,0,627933061,True,3,tertiary,50,50.03,"LINESTRING (103.8974811 1.3902195, 103.8973354 1.3897938)",,Compassvale Road,,,
3524,5927983203,4478228202,0,627933064,True,4,tertiary,50,29.195,"LINESTRING (103.8970197 1.3891624, 103.8970974 1.3894132)",,Compassvale Road,,,
3525,5928012761,7225717455,0,627937587,True,3,tertiary,50,48.604,"LINESTRING (103.893773 1.3890524, 103.894186 1.3889089)",,Compassvale Drive,,,
3526,5928012762,4430972262,0,627937588,True,3,tertiary,50,29.924,"LINESTRING (103.8941905 1.3882258, 103.8942674 1.3884837)",,Sengkang Central,,,
3527,5928047949,3865151260,0,627941283,True,4,tertiary,50,28.078,"LINESTRING (103.8968929 1.388557, 103.8968028 1.3883211)",,Compassvale Road,,,
3528,5928047950,3865151142,0,627941284,True,4,tertiary,50,36.987,"LINESTRING (103.8963801 1.3873363, 103.896484 1.3876523)",,Compassvale Road,,,
3529,5928047951,3865151154,0,627941285,True,4,tertiary,50,38.073,"LINESTRING (103.8959876 1.3882852, 103.8963114 1.3881736)",,Compassvale Drive,,,
3530,5928065375,6138672232,0,535780407,True,2,tertiary,50,50.58,"LINESTRING (103.9002547 1.3946378, 103.9006823 1.3944823)",,Compassvale Street,,,
3531,5928095839,375774359,0,627947018,False,3,residential,50,82.149,"LINESTRING (103.9001097 1.3876782, 103.8998933 1.3869718)",,Compassvale Walk,,,
3532,5928095839,5104038786,0,627966224,False,3,residential,50,9.113,"LINESTRING (103.9001097 1.3876782, 103.90013 1.3877576)",,Compassvale Walk,,,
3533,5928127315,242966528,0,32728090,True,3,tertiary,50,7.599,"LINESTRING (103.8919026 1.396763, 103.8918347 1.3967709)",,Anchorvale Street,,,
3534,5928146101,5921970428,0,627319902,True,2,tertiary,50,13.707,"LINESTRING (103.8952817 1.3957653, 103.8951623 1.3957961)",,Compassvale Street,,,
3535,5928271936,3063314845,0,627967103,True,4,secondary,60,39.799,"LINESTRING (103.8986775 1.3915406, 103.8983396 1.3916589)",,Sengkang East Way,,,
3536,5928271937,3063313593,0,627967104,True,4,tertiary,50,25.816,"LINESTRING (103.8977192 1.3912076, 103.8977931 1.3914277)",,Compassvale Road,,,
3537,5928271938,3063316378,0,627967105,True,4,tertiary,50,54.044,"LINESTRING (103.8983019 1.3925784, 103.8981406 1.3921199)",,Compassvale Road,,,
3538,5928271939,1855321507,0,627967106,True,5,secondary,60,21.412,"LINESTRING (103.8973925 1.3920957, 103.8975752 1.3920347)",,Sengkang East Way,,,
3539,5928271940,5928271936,0,717440788,True,2,secondary,60,23.003,"LINESTRING (103.8988719 1.3914697, 103.8986775 1.3915406)",,Sengkang East Way,,,
3540,5928271941,2135537243,0,651909995,True,2,tertiary,40,68.3,"LINESTRING (103.8981664 1.3925972, 103.8983715 1.3931762)",,Compassvale Road,,,
3541,5928296087,4430972284,0,627969440,True,5,secondary,60,26.053,"LINESTRING (103.8943537 1.3930584, 103.8941311 1.3931317)",,Sengkang East Way,,,
3542,5928309545,242958339,0,627971440,True,3,tertiary,40,19.409,"LINESTRING (103.9037248 1.3863924, 103.9036227 1.3862508)",,Rivervale Drive,,,
3543,5928309546,242958350,0,627971441,True,2,tertiary,40,43.353,"LINESTRING (103.9045827 1.3872123, 103.9042738 1.3869743)",,Rivervale Drive,,,
3544,5928314177,5177230411,0,174886207,True,3,secondary,60,10.398,"LINESTRING (103.8923519 1.393715, 103.8922643 1.3937478)",,Sengkang East Way,,,
3545,5928379370,375769692,0,33176090,True,3,residential,50,18.83,"LINESTRING (103.8946219 1.3923814, 103.8945697 1.3922203)",,Sengkang Square,,,
